# EnvCell.Position full census - ADR-0009 auditable artifact
# Generated: 2026-05-31T19:54:34.9601991-07:00
# acdat: C:\Users\darin\repos\ac-unreal\pipeline\dat-extract\bin\Release\net8.0-windows\acdat.exe
# DatDir: C:\Turbine\Asheron's Call

================================================================
LANDBLOCK 0x8602  (LbX=134, LbY=2)
----------------------------------------------------------------
  Landblock 0x8602 (LbX=134, LbY=2):
    HasObjects:     True
    Terrain[]:      81 entries (9x9=81 expected)
    Height[]:       81 entries (81 expected)
    LandblockInfo:  present (file 0x8602FFFE in CellDat)
      NumCells:     568   (= indoor EnvCells inside this landblock)
      Buildings:    0
      Objects:      0
      PackMask:     0x00000000

  Per-cell Frame.Origin (landblock-local) and composed world position:
  CellId                Frame.Origin(x,y,z)                   World(x,y,z) InFootprint?
  0x00D60263   (   40.00,  -120.00,   18.00)   (     40.00,   40968.00,   18.00)   OUT
  0x00D60264   (   40.00,  -130.00,   18.00)   (     40.00,   40958.00,   18.00)   OUT
  0x00D60265   (   40.00,  -130.00,   18.00)   (     40.00,   40958.00,   18.00)   OUT
  0x00D60266   (   40.00,  -130.00,   18.00)   (     40.00,   40958.00,   18.00)   OUT
  0x00D60267   (   40.00,  -140.00,   18.00)   (     40.00,   40948.00,   18.00)   OUT
  0x00D60268   (   40.00,  -150.00,   18.00)   (     40.00,   40938.00,   18.00)   OUT
  0x00D60269   (   40.00,  -150.00,   18.00)   (     40.00,   40938.00,   18.00)   OUT
  0x00D6026A   (   50.00,  -130.00,   18.00)   (     50.00,   40958.00,   18.00)   OUT
  0x00D6026B   (   50.00,  -140.00,   18.00)   (     50.00,   40948.00,   18.00)   OUT
  0x00D6026C   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D6026D   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D6026E   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D6026F   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60270   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60271   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60272   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60273   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60274   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60275   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60276   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60277   (   50.00,  -150.00,   18.00)   (     50.00,   40938.00,   18.00)   OUT
  0x00D60278   (   50.00,  -160.00,   18.00)   (     50.00,   40928.00,   18.00)   OUT
  0x00D60279   (   60.00,  -130.00,   18.00)   (     60.00,   40958.00,   18.00)   OUT
  0x00D6027A   (   60.00,  -130.00,   18.00)   (     60.00,   40958.00,   18.00)   OUT
  0x00D6027B   (   60.00,  -130.00,   18.00)   (     60.00,   40958.00,   18.00)   OUT
  0x00D6027C   (   60.00,  -140.00,   18.00)   (     60.00,   40948.00,   18.00)   OUT
  0x00D6027D   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D6027E   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D6027F   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60280   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60281   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60282   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60283   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60284   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60285   (   60.00,  -150.00,   18.00)   (     60.00,   40938.00,   18.00)   OUT
  0x00D60286   (   60.00,  -160.00,   18.00)   (     60.00,   40928.00,   18.00)   OUT
  0x00D60287   (   70.00,  -140.00,   18.00)   (     70.00,   40948.00,   18.00)   OUT
  0x00D60288   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60289   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028A   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028B   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028C   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028D   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028E   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D6028F   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60290   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60291   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60292   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60293   (   70.00,  -150.00,   18.00)   (     70.00,   40938.00,   18.00)   OUT
  0x00D60294   (   70.00,  -160.00,   18.00)   (     70.00,   40928.00,   18.00)   OUT
  0x00D60295   (  120.00,  -150.00,   18.00)   (    120.00,   40938.00,   18.00)   OUT
  0x00D60296   (    0.00,  -130.00,   24.00)   (      0.00,   40958.00,   24.00)   OUT
  0x00D60297   (    0.00,  -140.00,   24.00)   (      0.00,   40948.00,   24.00)   OUT
  0x00D60298   (    0.00,  -140.00,   24.00)   (      0.00,   40948.00,   24.00)   OUT
  0x00D60299   (    0.00,  -140.00,   24.00)   (      0.00,   40948.00,   24.00)   OUT
  0x00D6029A   (    0.00,  -140.00,   24.00)   (      0.00,   40948.00,   24.00)   OUT
  0x00D6029B   (    0.00,  -150.00,   24.00)   (      0.00,   40938.00,   24.00)   OUT
  0x00D6029C   (    0.00,  -150.00,   24.00)   (      0.00,   40938.00,   24.00)   OUT
  0x00D6029D   (   10.00,  -140.00,   24.00)   (     10.00,   40948.00,   24.00)   OUT
  0x00D6029E   (   10.00,  -140.00,   24.00)   (     10.00,   40948.00,   24.00)   OUT
  0x00D6029F   (   10.00,  -140.00,   24.00)   (     10.00,   40948.00,   24.00)   OUT
  0x00D602A0   (   10.00,  -140.00,   24.00)   (     10.00,   40948.00,   24.00)   OUT
  0x00D602A1   (   10.00,  -150.00,   24.00)   (     10.00,   40938.00,   24.00)   OUT
  0x00D602A2   (   10.00,  -150.00,   24.00)   (     10.00,   40938.00,   24.00)   OUT
  0x00D602A3   (   10.00,  -160.00,   24.00)   (     10.00,   40928.00,   24.00)   OUT
  0x00D602A4   (   10.00,  -160.00,   24.00)   (     10.00,   40928.00,   24.00)   OUT
  0x00D602A5   (   10.00,  -160.00,   24.00)   (     10.00,   40928.00,   24.00)   OUT
  0x00D602A6   (   10.00,  -160.00,   24.00)   (     10.00,   40928.00,   24.00)   OUT
  0x00D602A7   (   10.00,  -170.00,   24.00)   (     10.00,   40918.00,   24.00)   OUT
  0x00D602A8   (   20.00,  -130.00,   24.00)   (     20.00,   40958.00,   24.00)   OUT
  0x00D602A9   (   20.00,  -140.00,   24.00)   (     20.00,   40948.00,   24.00)   OUT
  0x00D602AA   (   20.00,  -140.00,   24.00)   (     20.00,   40948.00,   24.00)   OUT
  0x00D602AB   (   20.00,  -140.00,   24.00)   (     20.00,   40948.00,   24.00)   OUT
  0x00D602AC   (   20.00,  -140.00,   24.00)   (     20.00,   40948.00,   24.00)   OUT
  0x00D602AD   (   20.00,  -150.00,   24.00)   (     20.00,   40938.00,   24.00)   OUT
  0x00D602AE   (   20.00,  -150.00,   24.00)   (     20.00,   40938.00,   24.00)   OUT
  0x00D602AF   (   20.00,  -160.00,   24.00)   (     20.00,   40928.00,   24.00)   OUT
  0x00D602B0   (   20.00,  -160.00,   24.00)   (     20.00,   40928.00,   24.00)   OUT
  0x00D602B1   (   20.00,  -160.00,   24.00)   (     20.00,   40928.00,   24.00)   OUT
  0x00D602B2   (   20.00,  -160.00,   24.00)   (     20.00,   40928.00,   24.00)   OUT
  0x00D602B3   (   30.00,  -120.00,   24.00)   (     30.00,   40968.00,   24.00)   OUT
  0x00D602B4   (   30.00,  -130.00,   24.00)   (     30.00,   40958.00,   24.00)   OUT
  0x00D602B5   (   30.00,  -140.00,   24.00)   (     30.00,   40948.00,   24.00)   OUT
  0x00D602B6   (   30.00,  -140.00,   24.00)   (     30.00,   40948.00,   24.00)   OUT
  0x00D602B7   (   30.00,  -140.00,   24.00)   (     30.00,   40948.00,   24.00)   OUT
  0x00D602B8   (   30.00,  -140.00,   24.00)   (     30.00,   40948.00,   24.00)   OUT
  0x00D602B9   (   30.00,  -150.00,   24.00)   (     30.00,   40938.00,   24.00)   OUT
  0x00D602BA   (   30.00,  -150.00,   24.00)   (     30.00,   40938.00,   24.00)   OUT
  0x00D602BB   (   30.00,  -160.00,   24.00)   (     30.00,   40928.00,   24.00)   OUT
  0x00D602BC   (   30.00,  -160.00,   24.00)   (     30.00,   40928.00,   24.00)   OUT
  0x00D602BD   (   30.00,  -160.00,   24.00)   (     30.00,   40928.00,   24.00)   OUT
  0x00D602BE   (   30.00,  -160.00,   24.00)   (     30.00,   40928.00,   24.00)   OUT
  0x00D602BF   (   30.00,  -170.00,   24.00)   (     30.00,   40918.00,   24.00)   OUT
  0x00D602C0   (   40.00,  -120.00,   24.00)   (     40.00,   40968.00,   24.00)   OUT
  0x00D602C1   (   40.00,  -140.00,   24.00)   (     40.00,   40948.00,   24.00)   OUT
  0x00D602C2   (   40.00,  -140.00,   24.00)   (     40.00,   40948.00,   24.00)   OUT
  0x00D602C3   (   40.00,  -140.00,   24.00)   (     40.00,   40948.00,   24.00)   OUT
  0x00D602C4   (   40.00,  -150.00,   24.00)   (     40.00,   40938.00,   24.00)   OUT
  0x00D602C5   (   40.00,  -150.00,   24.00)   (     40.00,   40938.00,   24.00)   OUT
  0x00D602C6   (   40.00,  -150.00,   24.00)   (     40.00,   40938.00,   24.00)   OUT
  0x00D602C7   (   40.00,  -160.00,   24.00)   (     40.00,   40928.00,   24.00)   OUT
  0x00D602C8   (   40.00,  -160.00,   24.00)   (     40.00,   40928.00,   24.00)   OUT
  0x00D602C9   (   40.00,  -160.00,   24.00)   (     40.00,   40928.00,   24.00)   OUT
  0x00D602CA   (   40.00,  -160.00,   24.00)   (     40.00,   40928.00,   24.00)   OUT
  0x00D602CB   (   50.00,  -140.00,   24.00)   (     50.00,   40948.00,   24.00)   OUT
  0x00D602CC   (   50.00,  -150.00,   24.00)   (     50.00,   40938.00,   24.00)   OUT
  0x00D602CD   (   50.00,  -160.00,   24.00)   (     50.00,   40928.00,   24.00)   OUT
  0x00D602CE   (   60.00,  -130.00,   24.00)   (     60.00,   40958.00,   24.00)   OUT
  0x00D602CF   (   60.00,  -130.00,   24.00)   (     60.00,   40958.00,   24.00)   OUT
  0x00D602D0   (   60.00,  -140.00,   24.00)   (     60.00,   40948.00,   24.00)   OUT
  0x00D602D1   (   60.00,  -150.00,   24.00)   (     60.00,   40938.00,   24.00)   OUT
  0x00D602D2   (   60.00,  -160.00,   24.00)   (     60.00,   40928.00,   24.00)   OUT
  0x00D602D3   (   70.00,  -130.00,   24.00)   (     70.00,   40958.00,   24.00)   OUT
  0x00D602D4   (   70.00,  -140.00,   24.00)   (     70.00,   40948.00,   24.00)   OUT
  0x00D602D5   (   70.00,  -150.00,   24.00)   (     70.00,   40938.00,   24.00)   OUT
  0x00D602D6   (   70.00,  -160.00,   24.00)   (     70.00,   40928.00,   24.00)   OUT
  0x00D602D7   (   80.00,  -120.00,   24.00)   (     80.00,   40968.00,   24.00)   OUT
  0x00D602D8   (   80.00,  -130.00,   24.00)   (     80.00,   40958.00,   24.00)   OUT
  0x00D602D9   (   80.00,  -130.00,   24.00)   (     80.00,   40958.00,   24.00)   OUT
  0x00D602DA   (   80.00,  -130.00,   24.00)   (     80.00,   40958.00,   24.00)   OUT
  0x00D602DB   (   80.00,  -140.00,   24.00)   (     80.00,   40948.00,   24.00)   OUT
  0x00D602DC   (   80.00,  -150.00,   24.00)   (     80.00,   40938.00,   24.00)   OUT
  0x00D602DD   (   80.00,  -150.00,   24.00)   (     80.00,   40938.00,   24.00)   OUT
  0x00D602DE   (   80.00,  -150.00,   24.00)   (     80.00,   40938.00,   24.00)   OUT
  0x00D602DF   (   90.00,  -120.00,   24.00)   (     90.00,   40968.00,   24.00)   OUT
  0x00D602E0   (   90.00,  -130.00,   24.00)   (     90.00,   40958.00,   24.00)   OUT
  0x00D602E1   (    0.00,  -150.00,   30.00)   (      0.00,   40938.00,   30.00)   OUT
  0x00D602E2   (   50.00,  -140.00,   30.00)   (     50.00,   40948.00,   30.00)   OUT
  0x00D602E3   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E4   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E5   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E6   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E7   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E8   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602E9   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602EA   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602EB   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602EC   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602ED   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602EE   (   50.00,  -150.00,   30.00)   (     50.00,   40938.00,   30.00)   OUT
  0x00D602EF   (   50.00,  -160.00,   30.00)   (     50.00,   40928.00,   30.00)   OUT
  0x00D602F0   (   60.00,  -140.00,   30.00)   (     60.00,   40948.00,   30.00)   OUT
  0x00D602F1   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F2   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F3   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F4   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F5   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F6   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F7   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F8   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602F9   (   60.00,  -150.00,   30.00)   (     60.00,   40938.00,   30.00)   OUT
  0x00D602FA   (   60.00,  -160.00,   30.00)   (     60.00,   40928.00,   30.00)   OUT
  0x00D602FB   (   60.00,  -170.00,   30.00)   (     60.00,   40918.00,   30.00)   OUT
  0x00D602FC   (   60.00,  -170.00,   30.00)   (     60.00,   40918.00,   30.00)   OUT
  0x00D602FD   (   60.00,  -170.00,   30.00)   (     60.00,   40918.00,   30.00)   OUT
  0x00D602FE   (   70.00,  -140.00,   30.00)   (     70.00,   40948.00,   30.00)   OUT
  0x00D602FF   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60300   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60301   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60302   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60303   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60304   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60305   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60306   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60307   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60308   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D60309   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D6030A   (   70.00,  -150.00,   30.00)   (     70.00,   40938.00,   30.00)   OUT
  0x00D6030B   (   70.00,  -160.00,   30.00)   (     70.00,   40928.00,   30.00)   OUT
  0x00D6030C   (   70.00,  -170.00,   30.00)   (     70.00,   40918.00,   30.00)   OUT
  0x00D6030D   (   80.00,  -120.00,   30.00)   (     80.00,   40968.00,   30.00)   OUT
  0x00D6030E   (   80.00,  -150.00,   30.00)   (     80.00,   40938.00,   30.00)   OUT
  0x00D6030F   (   80.00,  -150.00,   30.00)   (     80.00,   40938.00,   30.00)   OUT
  0x00D60310   (   80.00,  -160.00,   30.00)   (     80.00,   40928.00,   30.00)   OUT
  0x00D60311   (   80.00,  -170.00,   30.00)   (     80.00,   40918.00,   30.00)   OUT
  0x00D60312   (   80.00,  -170.00,   30.00)   (     80.00,   40918.00,   30.00)   OUT
  0x00D60313   (   80.00,  -170.00,   30.00)   (     80.00,   40918.00,   30.00)   OUT
  0x00D60314   (   80.00,  -180.00,   30.00)   (     80.00,   40908.00,   30.00)   OUT
  0x00D60315   (   90.00,  -120.00,   30.00)   (     90.00,   40968.00,   30.00)   OUT
  0x00D60316   (   90.00,  -130.00,   30.00)   (     90.00,   40958.00,   30.00)   OUT
  0x00D60317   (   90.00,  -170.00,   30.00)   (     90.00,   40918.00,   30.00)   OUT
  0x00D60318   (   90.00,  -180.00,   30.00)   (     90.00,   40908.00,   30.00)   OUT
  0x00D60319   (   30.00,  -170.00,   36.00)   (     30.00,   40918.00,   36.00)   OUT
  0x00D6031A   (   30.00,  -180.00,   36.00)   (     30.00,   40908.00,   36.00)   OUT
  0x00D6031B   (   40.00,  -150.00,   36.00)   (     40.00,   40938.00,   36.00)   OUT
  0x00D6031C   (   40.00,  -150.00,   36.00)   (     40.00,   40938.00,   36.00)   OUT
  0x00D6031D   (   40.00,  -150.00,   36.00)   (     40.00,   40938.00,   36.00)   OUT
  0x00D6031E   (   40.00,  -160.00,   36.00)   (     40.00,   40928.00,   36.00)   OUT
  0x00D6031F   (   40.00,  -170.00,   36.00)   (     40.00,   40918.00,   36.00)   OUT
  0x00D60320   (   40.00,  -170.00,   36.00)   (     40.00,   40918.00,   36.00)   OUT
  0x00D60321   (   40.00,  -170.00,   36.00)   (     40.00,   40918.00,   36.00)   OUT
  0x00D60322   (   40.00,  -180.00,   36.00)   (     40.00,   40908.00,   36.00)   OUT
  0x00D60323   (   50.00,  -140.00,   36.00)   (     50.00,   40948.00,   36.00)   OUT
  0x00D60324   (   50.00,  -140.00,   36.00)   (     50.00,   40948.00,   36.00)   OUT
  0x00D60325   (   50.00,  -140.00,   36.00)   (     50.00,   40948.00,   36.00)   OUT
  0x00D60326   (   50.00,  -140.00,   36.00)   (     50.00,   40948.00,   36.00)   OUT
  0x00D60327   (   50.00,  -150.00,   36.00)   (     50.00,   40938.00,   36.00)   OUT
  0x00D60328   (   50.00,  -160.00,   36.00)   (     50.00,   40928.00,   36.00)   OUT
  0x00D60329   (   50.00,  -170.00,   36.00)   (     50.00,   40918.00,   36.00)   OUT
  0x00D6032A   (   60.00,  -130.00,   36.00)   (     60.00,   40958.00,   36.00)   OUT
  0x00D6032B   (   60.00,  -130.00,   36.00)   (     60.00,   40958.00,   36.00)   OUT
  0x00D6032C   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D6032D   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D6032E   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D6032F   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D60330   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D60331   (   60.00,  -140.00,   36.00)   (     60.00,   40948.00,   36.00)   OUT
  0x00D60332   (   60.00,  -150.00,   36.00)   (     60.00,   40938.00,   36.00)   OUT
  0x00D60333   (   60.00,  -160.00,   36.00)   (     60.00,   40928.00,   36.00)   OUT
  0x00D60334   (   60.00,  -170.00,   36.00)   (     60.00,   40918.00,   36.00)   OUT
  0x00D60335   (   60.00,  -170.00,   36.00)   (     60.00,   40918.00,   36.00)   OUT
  0x00D60336   (   70.00,  -140.00,   36.00)   (     70.00,   40948.00,   36.00)   OUT
  0x00D60337   (   70.00,  -140.00,   36.00)   (     70.00,   40948.00,   36.00)   OUT
  0x00D60338   (   70.00,  -140.00,   36.00)   (     70.00,   40948.00,   36.00)   OUT
  0x00D60339   (   70.00,  -140.00,   36.00)   (     70.00,   40948.00,   36.00)   OUT
  0x00D6033A   (   70.00,  -150.00,   36.00)   (     70.00,   40938.00,   36.00)   OUT
  0x00D6033B   (   70.00,  -160.00,   36.00)   (     70.00,   40928.00,   36.00)   OUT
  0x00D6033C   (   80.00,  -140.00,   36.00)   (     80.00,   40948.00,   36.00)   OUT
  0x00D6033D   (   80.00,  -140.00,   36.00)   (     80.00,   40948.00,   36.00)   OUT
  0x00D6033E   (   80.00,  -140.00,   36.00)   (     80.00,   40948.00,   36.00)   OUT
  0x00D6033F   (   80.00,  -140.00,   36.00)   (     80.00,   40948.00,   36.00)   OUT
  0x00D60340   (   80.00,  -150.00,   36.00)   (     80.00,   40938.00,   36.00)   OUT
  0x00D60341   (   80.00,  -150.00,   36.00)   (     80.00,   40938.00,   36.00)   OUT
  0x00D60342   (   80.00,  -150.00,   36.00)   (     80.00,   40938.00,   36.00)   OUT
  0x00D60343   (   80.00,  -160.00,   36.00)   (     80.00,   40928.00,   36.00)   OUT
  0x00D60344   (   80.00,  -160.00,   36.00)   (     80.00,   40928.00,   36.00)   OUT
  0x00D60345   (   80.00,  -160.00,   36.00)   (     80.00,   40928.00,   36.00)   OUT
  0x00D60346   (   80.00,  -180.00,   36.00)   (     80.00,   40908.00,   36.00)   OUT
  0x00D60347   (   90.00,  -130.00,   36.00)   (     90.00,   40958.00,   36.00)   OUT
  0x00D60348   (   90.00,  -140.00,   36.00)   (     90.00,   40948.00,   36.00)   OUT
  0x00D60349   (   90.00,  -140.00,   36.00)   (     90.00,   40948.00,   36.00)   OUT
  0x00D6034A   (   90.00,  -140.00,   36.00)   (     90.00,   40948.00,   36.00)   OUT
  0x00D6034B   (   90.00,  -140.00,   36.00)   (     90.00,   40948.00,   36.00)   OUT
  0x00D6034C   (   90.00,  -150.00,   36.00)   (     90.00,   40938.00,   36.00)   OUT
  0x00D6034D   (   90.00,  -150.00,   36.00)   (     90.00,   40938.00,   36.00)   OUT
  0x00D6034E   (   90.00,  -160.00,   36.00)   (     90.00,   40928.00,   36.00)   OUT
  0x00D6034F   (   90.00,  -160.00,   36.00)   (     90.00,   40928.00,   36.00)   OUT
  0x00D60350   (   90.00,  -160.00,   36.00)   (     90.00,   40928.00,   36.00)   OUT
  0x00D60351   (   90.00,  -160.00,   36.00)   (     90.00,   40928.00,   36.00)   OUT
  0x00D60352   (   90.00,  -170.00,   36.00)   (     90.00,   40918.00,   36.00)   OUT
  0x00D60353   (   90.00,  -180.00,   36.00)   (     90.00,   40908.00,   36.00)   OUT
  0x00D60354   (  100.00,  -140.00,   36.00)   (    100.00,   40948.00,   36.00)   OUT
  0x00D60355   (  100.00,  -140.00,   36.00)   (    100.00,   40948.00,   36.00)   OUT
  0x00D60356   (  100.00,  -140.00,   36.00)   (    100.00,   40948.00,   36.00)   OUT
  0x00D60357   (  100.00,  -140.00,   36.00)   (    100.00,   40948.00,   36.00)   OUT
  0x00D60358   (  100.00,  -150.00,   36.00)   (    100.00,   40938.00,   36.00)   OUT
  0x00D60359   (  100.00,  -150.00,   36.00)   (    100.00,   40938.00,   36.00)   OUT
  0x00D6035A   (  100.00,  -160.00,   36.00)   (    100.00,   40928.00,   36.00)   OUT
  0x00D6035B   (  100.00,  -160.00,   36.00)   (    100.00,   40928.00,   36.00)   OUT
  0x00D6035C   (  100.00,  -160.00,   36.00)   (    100.00,   40928.00,   36.00)   OUT
  0x00D6035D   (  100.00,  -160.00,   36.00)   (    100.00,   40928.00,   36.00)   OUT
  0x00D6035E   (  100.00,  -170.00,   36.00)   (    100.00,   40918.00,   36.00)   OUT
  0x00D6035F   (  110.00,  -130.00,   36.00)   (    110.00,   40958.00,   36.00)   OUT
  0x00D60360   (  110.00,  -140.00,   36.00)   (    110.00,   40948.00,   36.00)   OUT
  0x00D60361   (  110.00,  -140.00,   36.00)   (    110.00,   40948.00,   36.00)   OUT
  0x00D60362   (  110.00,  -140.00,   36.00)   (    110.00,   40948.00,   36.00)   OUT
  0x00D60363   (  110.00,  -140.00,   36.00)   (    110.00,   40948.00,   36.00)   OUT
  0x00D60364   (  110.00,  -150.00,   36.00)   (    110.00,   40938.00,   36.00)   OUT
  0x00D60365   (  110.00,  -150.00,   36.00)   (    110.00,   40938.00,   36.00)   OUT
  0x00D60366   (  110.00,  -160.00,   36.00)   (    110.00,   40928.00,   36.00)   OUT
  0x00D60367   (  110.00,  -160.00,   36.00)   (    110.00,   40928.00,   36.00)   OUT
  0x00D60368   (  110.00,  -160.00,   36.00)   (    110.00,   40928.00,   36.00)   OUT
  0x00D60369   (  110.00,  -160.00,   36.00)   (    110.00,   40928.00,   36.00)   OUT
  0x00D6036A   (  120.00,  -150.00,   36.00)   (    120.00,   40938.00,   36.00)   OUT
  0x00D6036B   (  120.00,  -150.00,   36.00)   (    120.00,   40938.00,   36.00)   OUT
  0x00D6036C   (  120.00,  -160.00,   36.00)   (    120.00,   40928.00,   36.00)   OUT
  0x00D6036D   (  120.00,  -160.00,   36.00)   (    120.00,   40928.00,   36.00)   OUT
  0x00D6036E   (  120.00,  -160.00,   36.00)   (    120.00,   40928.00,   36.00)   OUT
  0x00D6036F   (  120.00,  -160.00,   36.00)   (    120.00,   40928.00,   36.00)   OUT
  0x00D60370   (  120.00,  -170.00,   36.00)   (    120.00,   40918.00,   36.00)   OUT
  0x00D60371   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60372   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60373   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60374   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60375   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60376   (   30.00,   -90.00,   42.00)   (     30.00,   40998.00,   42.00)   OUT
  0x00D60377   (   30.00,  -100.00,   42.00)   (     30.00,   40988.00,   42.00)   OUT
  0x00D60378   (   30.00,  -100.00,   42.00)   (     30.00,   40988.00,   42.00)   OUT
  0x00D60379   (   30.00,  -100.00,   42.00)   (     30.00,   40988.00,   42.00)   OUT
